"","superkingdom","clade","kingdom","phylum","class","order","family","subfamily","genus","species","taxID","length","unique_id"
"Staphylococcus phage Stab22_TAXID_No_2490450","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order_of_Caudoviricetes","Herelleviridae","Twortvirinae","unknown_genus_of_Twortvirinae","Staphylococcus phage Stab22","2490450",NA,"Staphylococcus phage Stab22_TAXID_No_2490450"
"Streptococcus phage CHPC1156_TAXID_No_2365030","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order_of_Caudoviricetes","Aliceevansviridae","unknown_subfamily_of_Aliceevansviridae","Moineauvirus","Streptococcus phage CHPC1156","2365030",NA,"Streptococcus phage CHPC1156_TAXID_No_2365030"
"no_species_TAXID_No_TO_sample_contig_726444","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_726444",NA,"no_species_TAXID_No_TO_sample_contig_726444"
"Streptococcus phage P7952_TAXID_No_1971437","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order_of_Caudoviricetes","Aliceevansviridae","unknown_subfamily_of_Aliceevansviridae","Brussowvirus","Streptococcus phage P7952","1971437",NA,"Streptococcus phage P7952_TAXID_No_1971437"
"no_species_TAXID_No_TO_sample_contig_731638","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_731638",NA,"no_species_TAXID_No_TO_sample_contig_731638"
"no_species_TAXID_No_TO_sample_contig_734864","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_734864",NA,"no_species_TAXID_No_TO_sample_contig_734864"
"no_species_TAXID_No_TO_sample_contig_738951","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_738951",NA,"no_species_TAXID_No_TO_sample_contig_738951"
"no_species_TAXID_No_TO_sample_contig_739611","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_739611",NA,"no_species_TAXID_No_TO_sample_contig_739611"
"Gammanudivirus pemonodonis_TAXID_No_1529056","Viruses","unknown_clade_of_Viruses","unknown_kingdom_of_Viruses","unknown_phylum_of_Viruses","Naldaviricetes","Lefavirales","Nudiviridae","unknown_subfamily_of_Nudiviridae","Gammanudivirus","Gammanudivirus pemonodonis","1529056",NA,"Gammanudivirus pemonodonis_TAXID_No_1529056"
"no_species_TAXID_No_TO_sample_contig_745926","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_745926",NA,"no_species_TAXID_No_TO_sample_contig_745926"
"no_species_TAXID_No_TO_sample_contig_745944","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_745944",NA,"no_species_TAXID_No_TO_sample_contig_745944"
"no_species_TAXID_No_TO_sample_contig_747257","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_747257",NA,"no_species_TAXID_No_TO_sample_contig_747257"
"Pseudomonas phage phiAH14a_TAXID_No_1805958","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order_of_Caudoviricetes","unknown_family_of_Caudoviricetes","unknown_subfamily_of_Caudoviricetes","unknown_genus_of_Caudoviricetes","Pseudomonas phage phiAH14a","1805958",NA,"Pseudomonas phage phiAH14a_TAXID_No_1805958"
"no_species_TAXID_No_TO_sample_contig_760449","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_760449",NA,"no_species_TAXID_No_TO_sample_contig_760449"
"no_species_TAXID_No_TO_sample_contig_760901","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_760901",NA,"no_species_TAXID_No_TO_sample_contig_760901"
"no_species_TAXID_No_TO_sample_contig_761612","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_761612",NA,"no_species_TAXID_No_TO_sample_contig_761612"
"no_species_TAXID_No_TO_sample_contig_764230","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_764230",NA,"no_species_TAXID_No_TO_sample_contig_764230"
"no_species_TAXID_No_TO_sample_contig_765916","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_765916",NA,"no_species_TAXID_No_TO_sample_contig_765916"
"no_species_TAXID_No_TO_sample_contig_767147","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_767147",NA,"no_species_TAXID_No_TO_sample_contig_767147"
"no_species_TAXID_No_TO_sample_contig_774453","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_774453",NA,"no_species_TAXID_No_TO_sample_contig_774453"
"no_species_TAXID_No_TO_sample_contig_780450","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_780450",NA,"no_species_TAXID_No_TO_sample_contig_780450"
"no_species_TAXID_No_TO_sample_contig_782563","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_782563",NA,"no_species_TAXID_No_TO_sample_contig_782563"
"Ceduovirus bIBBA3_TAXID_No_2305488","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order_of_Caudoviricetes","unknown_family_of_Caudoviricetes","unknown_subfamily_of_Caudoviricetes","Ceduovirus","Ceduovirus bIBBA3","2305488",NA,"Ceduovirus bIBBA3_TAXID_No_2305488"
"no_species_TAXID_No_TO_sample_contig_784018","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_784018",NA,"no_species_TAXID_No_TO_sample_contig_784018"
"no_species_TAXID_No_TO_sample_contig_784146","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_784146",NA,"no_species_TAXID_No_TO_sample_contig_784146"
"no_species_TAXID_No_TO_sample_contig_784606","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_784606",NA,"no_species_TAXID_No_TO_sample_contig_784606"
"no_species_TAXID_No_TO_sample_contig_787750","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_787750",NA,"no_species_TAXID_No_TO_sample_contig_787750"
"no_species_TAXID_No_TO_sample_contig_790641","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_790641",NA,"no_species_TAXID_No_TO_sample_contig_790641"
"no_species_TAXID_No_TO_sample_contig_797625","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_797625",NA,"no_species_TAXID_No_TO_sample_contig_797625"
"no_species_TAXID_No_TO_sample_contig_798195","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_798195",NA,"no_species_TAXID_No_TO_sample_contig_798195"
"no_species_TAXID_No_TO_sample_contig_802865","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_802865",NA,"no_species_TAXID_No_TO_sample_contig_802865"
"Skunavirus CHPC959_TAXID_No_2675255","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order_of_Caudoviricetes","unknown_family_of_Caudoviricetes","unknown_subfamily_of_Caudoviricetes","unknown_genus_of_Caudoviricetes","Skunavirus CHPC959","2675255",NA,"Skunavirus CHPC959_TAXID_No_2675255"
"Alphanudivirus tertidromelanogasteris_TAXID_No_2072209","Viruses","unknown_clade_of_Viruses","unknown_kingdom_of_Viruses","unknown_phylum_of_Viruses","Naldaviricetes","Lefavirales","Nudiviridae","unknown_subfamily_of_Nudiviridae","Alphanudivirus","Alphanudivirus tertidromelanogasteris","2072209",NA,"Alphanudivirus tertidromelanogasteris_TAXID_No_2072209"
"no_species_TAXID_No_TO_sample_contig_811020","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_811020",NA,"no_species_TAXID_No_TO_sample_contig_811020"
"no_species_TAXID_No_TO_sample_contig_811357","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_811357",NA,"no_species_TAXID_No_TO_sample_contig_811357"
"no_species_TAXID_No_TO_sample_contig_811805","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_811805",NA,"no_species_TAXID_No_TO_sample_contig_811805"
"no_species_TAXID_No_TO_sample_contig_812278","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_812278",NA,"no_species_TAXID_No_TO_sample_contig_812278"
"no_species_TAXID_No_TO_sample_contig_813727","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_813727",NA,"no_species_TAXID_No_TO_sample_contig_813727"
"no_species_TAXID_No_TO_sample_contig_815277","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_815277",NA,"no_species_TAXID_No_TO_sample_contig_815277"
"no_species_TAXID_No_TO_sample_contig_815960","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_815960",NA,"no_species_TAXID_No_TO_sample_contig_815960"
"no_species_TAXID_No_TO_sample_contig_817601","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_817601",NA,"no_species_TAXID_No_TO_sample_contig_817601"
"no_species_TAXID_No_TO_sample_contig_817723","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_817723",NA,"no_species_TAXID_No_TO_sample_contig_817723"
"no_species_TAXID_No_TO_sample_contig_818331","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_818331",NA,"no_species_TAXID_No_TO_sample_contig_818331"
"no_species_TAXID_No_TO_sample_contig_818523","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_818523",NA,"no_species_TAXID_No_TO_sample_contig_818523"
"no_species_TAXID_No_TO_sample_contig_818983","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_818983",NA,"no_species_TAXID_No_TO_sample_contig_818983"
"no_species_TAXID_No_TO_sample_contig_819186","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_819186",NA,"no_species_TAXID_No_TO_sample_contig_819186"
"Skunavirus sv16W23_TAXID_No_1874584","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order_of_Caudoviricetes","unknown_family_of_Caudoviricetes","unknown_subfamily_of_Caudoviricetes","unknown_genus_of_Caudoviricetes","Skunavirus sv16W23","1874584",NA,"Skunavirus sv16W23_TAXID_No_1874584"
"no_species_TAXID_No_TO_sample_contig_829138","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_829138",NA,"no_species_TAXID_No_TO_sample_contig_829138"
"no_species_TAXID_No_TO_sample_contig_829842","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_829842",NA,"no_species_TAXID_No_TO_sample_contig_829842"
"no_species_TAXID_No_TO_sample_contig_830484","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_830484",NA,"no_species_TAXID_No_TO_sample_contig_830484"
"no_species_TAXID_No_TO_sample_contig_831366","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_831366",NA,"no_species_TAXID_No_TO_sample_contig_831366"
"no_species_TAXID_No_TO_sample_contig_831442","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_831442",NA,"no_species_TAXID_No_TO_sample_contig_831442"
"no_species_TAXID_No_TO_sample_contig_831902","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_831902",NA,"no_species_TAXID_No_TO_sample_contig_831902"
"Punavirus P1_TAXID_No_10682","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order_of_Caudoviricetes","unknown_family_of_Caudoviricetes","unknown_subfamily_of_Caudoviricetes","Punavirus","Punavirus P1","10682",NA,"Punavirus P1_TAXID_No_10682"
"no_species_TAXID_No_TO_sample_contig_837409","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_837409",NA,"no_species_TAXID_No_TO_sample_contig_837409"
"Siphoviridae sp. ctGas1_TAXID_No_2826221","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order_of_Caudoviricetes","unknown_family_of_Caudoviricetes","unknown_subfamily_of_Caudoviricetes","unknown_genus_of_Caudoviricetes","Siphoviridae sp. ctGas1","2826221",NA,"Siphoviridae sp. ctGas1_TAXID_No_2826221"
"no_species_TAXID_No_TO_sample_contig_840116","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_840116",NA,"no_species_TAXID_No_TO_sample_contig_840116"
"no_species_TAXID_No_TO_sample_contig_841542","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_841542",NA,"no_species_TAXID_No_TO_sample_contig_841542"
"no_species_TAXID_No_TO_sample_contig_841819","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_841819",NA,"no_species_TAXID_No_TO_sample_contig_841819"
"Pandoravirus neocaledonia_TAXID_No_2107708","Viruses","unknown_clade_of_Viruses","unknown_kingdom_of_Viruses","unknown_phylum_of_Viruses","unknown_class_of_Viruses","unknown_order_of_Viruses","unknown_family_of_Viruses","unknown_subfamily_of_Viruses","Pandoravirus","Pandoravirus neocaledonia","2107708",NA,"Pandoravirus neocaledonia_TAXID_No_2107708"
"Tick-associated circular DNA satellite_TAXID_No_2963853","Viruses","Satellites","unknown_kingdom_of_Satellites","unknown_phylum_of_Satellites","unknown_class_of_Satellites","unknown_order_of_Satellites","unknown_family_of_Satellites","unknown_subfamily_of_Satellites","unknown_genus_of_Satellites","Tick-associated circular DNA satellite","2963853",NA,"Tick-associated circular DNA satellite_TAXID_No_2963853"
"Brussowvirus 20617_TAXID_No_1392231","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order_of_Caudoviricetes","Aliceevansviridae","unknown_subfamily_of_Aliceevansviridae","Brussowvirus","Brussowvirus 20617","1392231",NA,"Brussowvirus 20617_TAXID_No_1392231"
"no_species_TAXID_No_TO_sample_contig_846800","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_846800",NA,"no_species_TAXID_No_TO_sample_contig_846800"
"no_species_TAXID_No_TO_sample_contig_848373","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_848373",NA,"no_species_TAXID_No_TO_sample_contig_848373"
"no_species_TAXID_No_TO_sample_contig_848590","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_848590",NA,"no_species_TAXID_No_TO_sample_contig_848590"
"no_species_TAXID_No_TO_sample_contig_848932","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_848932",NA,"no_species_TAXID_No_TO_sample_contig_848932"
"no_species_TAXID_No_TO_sample_contig_850293","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_850293",NA,"no_species_TAXID_No_TO_sample_contig_850293"
"no_species_TAXID_No_TO_sample_contig_854150","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_854150",NA,"no_species_TAXID_No_TO_sample_contig_854150"
"no_species_TAXID_No_TO_sample_contig_856636","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_856636",NA,"no_species_TAXID_No_TO_sample_contig_856636"
"no_species_TAXID_No_TO_sample_contig_857209","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_857209",NA,"no_species_TAXID_No_TO_sample_contig_857209"
"Pseudomonas phage PA8_TAXID_No_2860997","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order_of_Caudoviricetes","unknown_family_of_Caudoviricetes","unknown_subfamily_of_Caudoviricetes","Hollowayvirus","Pseudomonas phage PA8","2860997",NA,"Pseudomonas phage PA8_TAXID_No_2860997"
"no_species_TAXID_No_TO_sample_contig_859220","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_859220",NA,"no_species_TAXID_No_TO_sample_contig_859220"
"no_species_TAXID_No_TO_sample_contig_860000","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_860000",NA,"no_species_TAXID_No_TO_sample_contig_860000"
"no_species_TAXID_No_TO_sample_contig_861389","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_861389",NA,"no_species_TAXID_No_TO_sample_contig_861389"
"Streptococcus phage vB_SthS_VA460_TAXID_No_2069609","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order_of_Caudoviricetes","Aliceevansviridae","unknown_subfamily_of_Aliceevansviridae","Moineauvirus","Streptococcus phage vB_SthS_VA460","2069609",NA,"Streptococcus phage vB_SthS_VA460_TAXID_No_2069609"
"no_species_TAXID_No_TO_sample_contig_863083","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_863083",NA,"no_species_TAXID_No_TO_sample_contig_863083"
"unknown_species_of_Sextaecvirus_TAXID_No_1922243","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order_of_Caudoviricetes","unknown_family_of_Caudoviricetes","unknown_subfamily_of_Caudoviricetes","Sextaecvirus","unknown_species_of_Sextaecvirus","1922243",NA,"unknown_species_of_Sextaecvirus_TAXID_No_1922243"
"no_species_TAXID_No_TO_sample_contig_867121","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_867121",NA,"no_species_TAXID_No_TO_sample_contig_867121"
"no_species_TAXID_No_TO_sample_contig_867556","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_867556",NA,"no_species_TAXID_No_TO_sample_contig_867556"
"no_species_TAXID_No_TO_sample_contig_867840","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_867840",NA,"no_species_TAXID_No_TO_sample_contig_867840"
"Chimeric virus 14_TAXID_No_1608440","Viruses","unknown_clade_of_Viruses","unknown_kingdom_of_Viruses","unknown_phylum_of_Viruses","unknown_class_of_Viruses","unknown_order_of_Viruses","unknown_family_of_Viruses","unknown_subfamily_of_Viruses","unknown_genus_of_Viruses","Chimeric virus 14","1608440",NA,"Chimeric virus 14_TAXID_No_1608440"
"no_species_TAXID_No_TO_sample_contig_869443","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_869443",NA,"no_species_TAXID_No_TO_sample_contig_869443"
"no_species_TAXID_No_TO_sample_contig_869474","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_869474",NA,"no_species_TAXID_No_TO_sample_contig_869474"
"no_species_TAXID_No_TO_sample_contig_871291","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_871291",NA,"no_species_TAXID_No_TO_sample_contig_871291"
"no_species_TAXID_No_TO_sample_contig_872044","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_872044",NA,"no_species_TAXID_No_TO_sample_contig_872044"
"no_species_TAXID_No_TO_sample_contig_873331","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_873331",NA,"no_species_TAXID_No_TO_sample_contig_873331"
"no_species_TAXID_No_TO_sample_contig_873976","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_873976",NA,"no_species_TAXID_No_TO_sample_contig_873976"
"Alphachrysovirus perseae_TAXID_No_1587509","Viruses","Riboviria","Orthornavirae","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Chrysoviridae","unknown_subfamily_of_Chrysoviridae","Alphachrysovirus","Alphachrysovirus perseae","1587509",NA,"Alphachrysovirus perseae_TAXID_No_1587509"
"no_species_TAXID_No_TO_sample_contig_876639","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_876639",NA,"no_species_TAXID_No_TO_sample_contig_876639"
"no_species_TAXID_No_TO_sample_contig_876684","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_876684",NA,"no_species_TAXID_No_TO_sample_contig_876684"
"no_species_TAXID_No_TO_sample_contig_877187","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_877187",NA,"no_species_TAXID_No_TO_sample_contig_877187"
"no_species_TAXID_No_TO_sample_contig_879181","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_879181",NA,"no_species_TAXID_No_TO_sample_contig_879181"
"no_species_TAXID_No_TO_sample_contig_880125","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_880125",NA,"no_species_TAXID_No_TO_sample_contig_880125"
"Streptococcus phage CHPC1109_TAXID_No_2365027","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order_of_Caudoviricetes","unknown_family_of_Caudoviricetes","unknown_subfamily_of_Caudoviricetes","unknown_genus_of_Caudoviricetes","Streptococcus phage CHPC1109","2365027",NA,"Streptococcus phage CHPC1109_TAXID_No_2365027"
"no_species_TAXID_No_TO_sample_contig_882495","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_882495",NA,"no_species_TAXID_No_TO_sample_contig_882495"
"no_species_TAXID_No_TO_sample_contig_886154","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_886154",NA,"no_species_TAXID_No_TO_sample_contig_886154"
"no_species_TAXID_No_TO_sample_contig_890292","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_890292",NA,"no_species_TAXID_No_TO_sample_contig_890292"
"no_species_TAXID_No_TO_sample_contig_892235","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_892235",NA,"no_species_TAXID_No_TO_sample_contig_892235"
"no_species_TAXID_No_TO_sample_contig_892521","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_892521",NA,"no_species_TAXID_No_TO_sample_contig_892521"
"no_species_TAXID_No_TO_sample_contig_893322","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_893322",NA,"no_species_TAXID_No_TO_sample_contig_893322"
"no_species_TAXID_No_TO_sample_contig_893344","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_893344",NA,"no_species_TAXID_No_TO_sample_contig_893344"
"no_species_TAXID_No_TO_sample_contig_893713","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_893713",NA,"no_species_TAXID_No_TO_sample_contig_893713"
"no_species_TAXID_No_TO_sample_contig_895894","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_895894",NA,"no_species_TAXID_No_TO_sample_contig_895894"
"Bacteriophage sp._TAXID_No_38018","Viruses","unknown_clade_of_Viruses","unknown_kingdom_of_Viruses","unknown_phylum_of_Viruses","unknown_class_of_Viruses","unknown_order_of_Viruses","unknown_family_of_Viruses","unknown_subfamily_of_Viruses","unknown_genus_of_Viruses","Bacteriophage sp.","38018",NA,"Bacteriophage sp._TAXID_No_38018"
"no_species_TAXID_No_TO_sample_contig_897563","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_897563",NA,"no_species_TAXID_No_TO_sample_contig_897563"
"no_species_TAXID_No_TO_sample_contig_898075","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_898075",NA,"no_species_TAXID_No_TO_sample_contig_898075"
"no_species_TAXID_No_TO_sample_contig_898428","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_898428",NA,"no_species_TAXID_No_TO_sample_contig_898428"
"Genomoviridae sp._TAXID_No_2202565","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily_of_Genomoviridae","unknown_genus_of_Genomoviridae","Genomoviridae sp.","2202565",NA,"Genomoviridae sp._TAXID_No_2202565"
"no_species_TAXID_No_TO_sample_contig_899311","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_899311",NA,"no_species_TAXID_No_TO_sample_contig_899311"
