"","superkingdom","clade","kingdom","phylum","class","order","family","subfamily","genus","species","taxID","length"
"TO_sample_contig_637341","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","Aliceevansviridae","unknown_subfamily","Moineauvirus","unknown_species","1623304","  445"
"TO_sample_contig_639703","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_639703"," 1167"
"TO_sample_contig_640205","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  305"
"TO_sample_contig_641920","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643"," 1081"
"TO_sample_contig_642285","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","Eucampyvirinae","Firehammervirus","Campylobacter virus IBB35","2920889","  780"
"TO_sample_contig_642989","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","Polydnaviriformidae","unknown_subfamily","Ichnoviriform","Ichnoviriform fugitivi","265522"," 1022"
"TO_sample_contig_644097","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_644097","  395"
"TO_sample_contig_645697","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643"," 2262"
"TO_sample_contig_645862","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Bacteriophage sp.","38018"," 2496"
"TO_sample_contig_645946","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","Polydnaviriformidae","unknown_subfamily","Bracoviriform","Bracoviriform congregatae","39640","  798"
"TO_sample_contig_646595","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","unknown_subfamily","Prymnesiovirus","Chrysochromulina parva virus","2565304","  483"
"TO_sample_contig_646787","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Streptococcus phage SW6","2419655","  362"
"TO_sample_contig_647698","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_647698","  474"
"TO_sample_contig_648190","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","unknown_subfamily","Coccolithovirus","Emiliania huxleyi virus 86","181082","  446"
"TO_sample_contig_650863","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082"," 1632"
"TO_sample_contig_656452","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_656452","  286"
"TO_sample_contig_657099","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Skunavirus","Skunavirus sv96603","2029676","  709"
"TO_sample_contig_660554","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_661020","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_661706","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_661706","  560"
"TO_sample_contig_664675","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","unknown_subfamily","Coccolithovirus","Emiliania huxleyi virus 86","181082","  340"
"TO_sample_contig_665114","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_665114","  281"
"TO_sample_contig_665451","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_665451","  281"
"TO_sample_contig_665939","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082","  873"
"TO_sample_contig_666021","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_666021","  376"
"TO_sample_contig_666779","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_666779","  351"
"TO_sample_contig_667013","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_670228","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_670228","  524"
"TO_sample_contig_670250","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","Naldaviricetes","Lefavirales","Hytrosaviridae","unknown_subfamily","Glossinavirus","Glossinavirus glopallidipedis","379529","  200"
"TO_sample_contig_670878","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_670878","  327"
"TO_sample_contig_671220","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Wbetavirus","Bacillus phage Gamma","347962"," 1042"
"TO_sample_contig_672233","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082","  490"
"TO_sample_contig_674138","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643"," 4214"
"TO_sample_contig_674794","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","unknown_subfamily","Raphidovirus","Heterosigma akashiwo virus 01","97195","  696"
"TO_sample_contig_676212","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","unknown_subfamily","Deltapolyomavirus","Deltapolyomavirus sextihominis","746830","  615"
"TO_sample_contig_676931","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082","  894"
"TO_sample_contig_678296","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","Naldaviricetes","Lefavirales","Nudiviridae","unknown_subfamily","Alphanudivirus","Alphanudivirus quartudromelanogasteris","2486603"," 1370"
"TO_sample_contig_678836","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  217"
"TO_sample_contig_679016","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_679016","  353"
"TO_sample_contig_680176","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_680176"," 4871"
"TO_sample_contig_680224","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_680224","  631"
"TO_sample_contig_680743","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","Bronfenbrennervirinae","Biseptimavirus","Staphylococcus phage phiSa2wa_st59","2060952","  407"
"TO_sample_contig_683573","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  474"
"TO_sample_contig_684206","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_684206","  383"
"TO_sample_contig_684595","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_684595"," 5113"
"TO_sample_contig_684853","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Staphylococcus phage StB20-like","1732064","  393"
"TO_sample_contig_685728","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_685728","14128"
"TO_sample_contig_686677","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_687324","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_687324","  281"
"TO_sample_contig_687535","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae","Klosneuvirinae","Theiavirus","Theiavirus salishense","2024608"," 1876"
"TO_sample_contig_688909","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_688909","  486"
"TO_sample_contig_692372","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","Herelleviridae","Spounavirinae","Okubovirus","Okubovirus SPO1","2884427"," 1034"
"TO_sample_contig_696655","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_696655","  692"
"TO_sample_contig_699126","Viruses","Duplodnaviria","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Betaherpesvirinae","Roseolovirus","Roseolovirus humanbeta7","10372","  331"
"TO_sample_contig_703191","Viruses","Riboviria","Pararnavirae","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","unknown_subfamily","unknown_genus","Human endogenous retrovirus H","129526"," 1888"
"TO_sample_contig_703468","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","unknown_subfamily","Deltapolyomavirus","Deltapolyomavirus sextihominis","746830","  372"
"TO_sample_contig_704921","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","Polydnaviriformidae","unknown_subfamily","Bracoviriform","Bracoviriform facetosae","2083300","  514"
"TO_sample_contig_707935","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Skunavirus","Skunavirus jm3","1262536","  354"
"TO_sample_contig_708282","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","unknown_genus","Squirrelpox virus Berlin_2015","2029293"," 5856"
"TO_sample_contig_711665","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","Polydnaviriformidae","unknown_subfamily","Ichnoviriform","Ichnoviriform fugitivi","265522","  347"
"TO_sample_contig_712398","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_712398","  324"
"TO_sample_contig_713007","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_713007","  338"
"TO_sample_contig_714165","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  742"
"TO_sample_contig_716029","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_716029","  611"
"TO_sample_contig_716053","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_716053","  615"
"TO_sample_contig_716199","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","Herelleviridae","Twortvirinae","unknown_genus","Staphylococcus phage Stab22","2490450","  596"
"TO_sample_contig_720640","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082","  575"
"TO_sample_contig_725059","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","Aliceevansviridae","unknown_subfamily","Moineauvirus","Streptococcus phage CHPC1156","2365030","  756"
"TO_sample_contig_726444","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_726444","  383"
"TO_sample_contig_727551","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  354"
"TO_sample_contig_728934","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","Aliceevansviridae","unknown_subfamily","Brussowvirus","Streptococcus phage P7952","1971437","  665"
"TO_sample_contig_731638","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_731638","  486"
"TO_sample_contig_732924","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","unknown_subfamily","Deltapolyomavirus","Deltapolyomavirus sextihominis","746830"," 2315"
"TO_sample_contig_734238","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Skunavirus","Skunavirus sv96603","2029676","  379"
"TO_sample_contig_734864","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_734864","  346"
"TO_sample_contig_738951","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_738951","  438"
"TO_sample_contig_739611","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_739611","  204"
"TO_sample_contig_744413","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","Naldaviricetes","Lefavirales","Nudiviridae","unknown_subfamily","Gammanudivirus","Gammanudivirus pemonodonis","1529056","  317"
"TO_sample_contig_745926","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_745926","  479"
"TO_sample_contig_745944","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_745944","  393"
"TO_sample_contig_747257","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_747257","  386"
"TO_sample_contig_751188","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","unknown_subfamily","Deltapolyomavirus","Deltapolyomavirus sextihominis","746830","  343"
"TO_sample_contig_751780","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  435"
"TO_sample_contig_754310","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Pseudomonas phage phiAH14a","1805958"," 1159"
"TO_sample_contig_760449","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_760449","  281"
"TO_sample_contig_760901","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_760901"," 5831"
"TO_sample_contig_761612","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_761612","  281"
"TO_sample_contig_764230","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_764230","  229"
"TO_sample_contig_765916","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_765916","  269"
"TO_sample_contig_767147","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_767147","  344"
"TO_sample_contig_774453","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_774453","  348"
"TO_sample_contig_779066","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","Polydnaviriformidae","unknown_subfamily","Ichnoviriform","Ichnoviriform fumiferanae","419435","  432"
"TO_sample_contig_780450","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_780450","  331"
"TO_sample_contig_782563","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_782563","  491"
"TO_sample_contig_782798","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Ceduovirus","Ceduovirus bIBBA3","2305488","  703"
"TO_sample_contig_783642","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  340"
"TO_sample_contig_784018","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_784018","  281"
"TO_sample_contig_784146","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_784146"," 1195"
"TO_sample_contig_784239","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_784606","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_784606","  281"
"TO_sample_contig_787750","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_787750"," 2082"
"TO_sample_contig_790641","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_790641"," 2905"
"TO_sample_contig_797625","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_797625","  269"
"TO_sample_contig_797740","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  566"
"TO_sample_contig_798195","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_798195","  376"
"TO_sample_contig_798887","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  409"
"TO_sample_contig_802865","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_802865"," 5901"
"TO_sample_contig_805877","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Skunavirus CHPC959","2675255"," 2745"
"TO_sample_contig_805936","Viruses","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","unknown_subfamily","Deltapolyomavirus","Deltapolyomavirus sextihominis","746830","  632"
"TO_sample_contig_808950","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082"," 1848"
"TO_sample_contig_810267","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  272"
"TO_sample_contig_810959","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","Naldaviricetes","Lefavirales","Nudiviridae","unknown_subfamily","Alphanudivirus","Alphanudivirus tertidromelanogasteris","2072209","  531"
"TO_sample_contig_811020","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_811020","  404"
"TO_sample_contig_811357","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_811357","  374"
"TO_sample_contig_811805","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_811805","  389"
"TO_sample_contig_812278","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_812278","  281"
"TO_sample_contig_813727","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_813727","  436"
"TO_sample_contig_815277","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_815277","  279"
"TO_sample_contig_815451","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Staphylococcus phage SPbeta-like","1732063"," 4220"
"TO_sample_contig_815960","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_815960"," 3556"
"TO_sample_contig_816453","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  305"
"TO_sample_contig_817601","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_817601","  501"
"TO_sample_contig_817723","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_817723","  378"
"TO_sample_contig_818331","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_818331"," 5037"
"TO_sample_contig_818523","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_818523","  272"
"TO_sample_contig_818924","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_818983","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_818983","  326"
"TO_sample_contig_819186","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_819186","  326"
"TO_sample_contig_820366","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643"," 7146"
"TO_sample_contig_821390","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","unknown_genus","Genomoviridae sp.","2202565","  354"
"TO_sample_contig_825227","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","unknown_subfamily","Gemykibivirus","Gemykibivirus hydro3","2582939","  281"
"TO_sample_contig_827477","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Skunavirus sv16W23","1874584"," 1840"
"TO_sample_contig_829138","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_829138","  353"
"TO_sample_contig_829842","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_829842","  660"
"TO_sample_contig_830484","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_830484","  380"
"TO_sample_contig_831366","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_831366","  514"
"TO_sample_contig_831442","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_831442"," 5605"
"TO_sample_contig_831902","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_831902","  364"
"TO_sample_contig_833484","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082","  974"
"TO_sample_contig_833791","Viruses","unknown_clade","unknown_kingdom","unknown_phylum","unknown_class","unknown_order","unknown_family","unknown_subfamily","Pandoravirus","Pandoravirus salinus","1349410","  312"
"TO_sample_contig_836172","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","Punavirus","Punavirus P1","10682","  348"
"TO_sample_contig_837409","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_837409","  325"
"TO_sample_contig_838875","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Caudoviricetes sp.","2832643","  353"
"TO_sample_contig_839835","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","unknown_order","unknown_family","unknown_subfamily","unknown_genus","Siphoviridae sp. ctGas1","2826221","  363"
"TO_sample_contig_840010","Viruses","Duplodnaviria","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Orthoherpesviridae","Betaherpesvirinae","Roseolovirus","Roseolovirus humanbeta7","10372","  409"
"TO_sample_contig_840116","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_840116","  336"
"TO_sample_contig_840162","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Chordopoxvirinae","Oryzopoxvirus","BeAn 58058 virus","67082","  308"
"TO_sample_contig_841542","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_841542","  648"
"TO_sample_contig_841819","Viruses","no_clade","no_kingdom","no_phylum","no_class","no_order","no_family","no_subfamily","no_genus","no_species","TO_sample_contig_841819","  465"
